id,age,education,default,balance,housing,loan,day,month,latestday,duration,campaign,previous,y
21338,27,2,0,392,1,1,21,5,171,292,2,0,0
21339,57,3,0,734,0,0,6,8,246,1357,4,0,1
21340,52,2,0,291,0,0,8,5,158,143,1,0,0
21341,28,1,0,643,1,0,15,5,165,297,1,0,0
21342,38,3,0,162,0,0,25,8,265,323,4,0,0
21343,58,2,0,279,0,0,8,7,218,327,5,0,0
21344,28,3,0,959,1,0,29,1,59,330,2,0,0
21345,39,2,0,-709,1,0,25,7,235,311,6,0,0
21346,50,1,0,313,0,0,14,10,314,958,1,0,1
21347,87,1,0,230,0,0,30,10,330,144,1,0,1
21348,33,2,0,133,0,0,4,5,154,218,1,0,1
21349,41,2,0,-104,1,0,16,5,166,32,3,0,0
21350,41,2,0,2081,1,0,3,2,63,53,3,0,0
21351,74,2,0,4079,0,0,19,10,319,343,3,0,1
21352,55,2,0,1126,1,0,28,7,238,388,2,0,0
21353,30,2,0,1011,1,0,16,5,166,109,1,0,0
21354,47,1,0,4274,0,0,28,1,58,852,2,0,0
21355,32,2,0,99,1,0,15,5,165,166,2,0,0
21356,42,2,0,1364,1,0,15,5,165,1867,6,0,1
21357,30,2,0,19,0,0,29,1,59,372,1,0,0
21358,33,2,0,0,0,0,8,7,218,116,2,0,0
21359,29,2,0,-138,1,1,8,5,158,271,5,0,0
21360,52,1,0,-191,1,0,15,5,165,755,1,0,1
21361,33,2,0,23,1,0,5,5,155,173,1,0,0
21362,44,3,0,1277,1,0,17,4,137,77,1,4,0
21363,28,2,0,254,0,1,17,4,137,333,3,0,0
21364,47,2,0,5041,0,0,20,1,50,184,1,0,0
21365,48,1,0,788,0,0,9,7,219,36,2,0,0
21366,34,2,0,645,1,0,19,5,169,420,1,0,0
21367,50,2,0,517,1,0,26,5,176,420,2,0,0
21368,31,1,0,845,0,0,3,2,63,148,2,0,0
21369,45,2,0,784,1,1,3,6,183,34,1,0,0
21370,37,2,0,123,0,1,5,2,65,136,1,0,0
21371,23,1,0,382,0,0,15,6,195,74,1,1,0
21372,52,2,0,5102,0,0,8,8,248,117,2,0,0
21373,30,3,0,275,1,0,20,4,140,52,2,0,0
21374,44,3,1,12,1,0,19,1,49,126,2,0,0
21375,34,3,0,127,0,0,3,6,183,117,1,0,1
21376,35,3,0,2316,0,0,20,6,200,8,3,0,0
21377,42,2,0,-480,1,1,2,6,182,351,6,0,0
21378,31,1,0,1601,0,0,21,1,51,521,3,0,0
21379,34,3,0,149,0,0,22,8,262,739,2,0,1
21380,33,3,0,2059,0,0,29,8,269,106,2,0,0
21381,41,2,0,195,0,0,28,8,268,260,1,0,0
21382,32,2,0,0,1,0,28,7,238,36,5,0,0
21383,47,2,0,411,1,0,13,5,163,157,1,0,0
21384,51,2,0,753,1,0,7,5,157,541,2,0,0
21385,36,2,0,0,0,0,21,8,261,42,1,0,0
21386,45,3,0,1847,0,0,16,6,196,77,5,0,0
21387,33,2,0,139,1,1,13,5,163,84,1,0,0
21388,32,3,0,0,0,0,5,2,65,550,4,0,1
21389,30,3,0,3037,1,0,15,5,165,10,5,7,0
21390,49,2,0,-849,1,1,27,5,177,197,1,0,0
21391,38,3,0,536,0,0,20,8,260,360,4,0,0
21392,46,0,0,677,0,0,13,1,43,722,1,0,0
21393,39,2,0,1044,1,0,2,2,62,158,1,0,0
21394,29,1,0,35,1,0,13,5,163,149,1,0,0
21395,36,2,0,478,1,0,13,5,163,610,1,0,1
21396,55,3,0,0,0,0,18,8,258,237,1,0,1
21397,33,3,0,12,0,0,20,8,260,471,5,0,0
21398,42,2,0,445,1,0,5,5,155,67,1,0,0
21399,47,2,0,80,0,1,25,6,205,100,1,0,0
21400,30,1,0,2597,1,0,11,5,161,49,1,3,0
21401,35,3,0,-880,0,1,24,7,234,77,3,0,0
21402,46,0,0,-257,0,0,21,1,51,104,1,2,0
21403,58,0,0,64,0,1,21,7,231,78,2,0,0
21404,27,2,0,4848,1,1,23,7,233,82,3,0,0
21405,41,3,0,428,1,0,11,5,161,106,1,0,0
21406,54,2,0,-10,1,0,21,1,51,490,2,0,0
21407,53,2,0,109,0,0,30,9,300,431,1,1,0
21408,55,2,0,0,0,0,29,7,239,316,2,0,0
21409,54,2,0,-22,0,1,9,7,219,85,1,0,0
21410,31,3,0,1839,1,0,29,7,239,109,8,0,0
21411,30,1,0,0,1,0,15,5,165,432,1,0,0
21412,58,3,0,1257,0,0,5,8,245,1536,1,0,1
21413,51,2,0,44,0,0,21,5,171,137,2,0,0
21414,52,2,0,272,0,1,17,7,227,53,1,0,0
21415,46,2,0,-454,1,0,26,5,176,120,1,0,0
21416,31,3,0,1887,0,1,20,1,50,225,2,1,0
21417,45,3,0,77,1,0,17,1,47,59,1,0,0
21418,32,2,0,0,1,0,30,4,150,177,2,0,1
21419,51,2,0,0,0,0,18,7,228,439,3,0,0
21420,32,2,0,210,1,0,13,5,163,308,3,1,0
21421,49,2,0,180,1,1,2,6,182,392,3,0,0
21422,34,2,0,3994,0,1,28,7,238,188,3,0,0
21423,44,3,0,5156,1,0,4,2,64,54,1,0,0
21424,42,2,0,88,1,0,12,5,162,53,2,0,0
21425,24,2,0,8594,1,0,28,5,178,181,1,0,0
21426,48,2,0,202,1,0,5,8,245,162,1,0,0
21427,44,2,0,20541,0,1,18,6,198,501,2,0,0
21428,31,1,0,1738,0,0,5,2,65,895,3,0,0
21429,44,1,0,5418,1,1,28,7,238,58,5,0,0
21430,45,1,0,300,1,0,29,1,59,203,1,3,0
21431,20,0,0,292,0,0,4,5,154,45,1,0,0
21432,62,3,0,2557,1,0,10,1,40,404,1,8,1
21433,41,1,0,557,1,0,17,1,47,158,1,1,0
21434,32,3,0,1,1,1,16,5,166,411,2,0,0
21435,47,2,0,182,1,0,10,7,220,39,1,0,1
21436,48,3,0,5057,0,1,19,1,49,37,1,0,0
21437,52,3,0,6873,1,0,21,1,51,235,2,0,0
21438,26,2,0,316,0,0,18,10,318,375,2,0,0
21439,54,2,0,0,1,0,5,5,155,387,2,1,0
21440,31,0,0,460,1,0,7,5,157,189,2,0,0
21441,47,1,0,233,0,0,8,8,248,293,3,0,0
21442,51,2,0,-229,0,0,9,2,69,18,3,1,0
21443,60,2,0,0,0,0,18,8,258,280,3,0,0
21444,56,0,0,2152,0,0,6,6,186,67,1,0,0
21445,56,1,0,63,0,0,19,8,259,122,2,0,0
21446,35,3,0,172,1,1,18,1,48,52,1,0,0
21447,37,2,0,3,1,0,29,7,239,88,6,0,0
21448,32,2,0,2468,1,1,28,7,238,131,4,0,0
21449,34,2,0,1239,1,0,18,7,228,90,1,0,0
21450,44,3,0,2365,0,1,26,5,176,159,3,0,0
21451,52,2,0,8979,1,0,20,1,50,72,3,0,0
21452,47,2,0,49,1,0,17,7,227,66,7,0,0
21453,29,1,0,365,1,1,7,5,157,245,2,0,0
21454,36,3,0,2706,0,0,31,7,241,75,3,0,0
21455,43,3,0,1201,1,1,13,8,253,84,3,0,0
21456,41,2,0,1077,1,1,9,12,369,207,3,2,1
21457,49,2,0,308,0,0,26,10,326,260,2,5,0
21458,27,2,0,535,1,0,2,6,182,360,2,0,0
21459,45,1,0,345,1,0,14,5,164,289,3,0,0
21460,36,1,0,3202,1,0,21,5,171,290,2,0,0
21461,56,2,0,605,0,1,27,8,267,157,6,0,0
21462,35,3,0,1362,1,0,21,5,171,230,1,0,0
21463,56,3,0,247,0,0,30,7,240,44,2,0,0
21464,31,1,0,0,1,1,12,5,162,59,4,0,0
21465,31,3,0,620,0,0,11,8,251,153,1,2,0
21466,38,2,0,613,1,1,6,5,156,285,2,14,0
21467,44,2,0,985,1,1,11,5,161,9,7,19,0
21468,59,1,0,867,1,0,24,7,234,120,1,0,0
21469,47,0,0,0,1,0,21,1,51,85,1,1,0
21470,31,2,0,308,1,0,7,5,157,194,1,0,0
21471,57,2,0,77,1,1,29,1,59,168,3,2,0
21472,43,2,0,506,0,0,20,6,200,398,1,0,0
21473,37,1,0,1322,1,0,21,1,51,14,8,1,0
21474,31,2,0,92,1,0,16,5,166,688,1,0,1
21475,60,1,0,313,1,0,15,5,165,920,2,0,1
21476,35,2,0,1707,1,0,2,6,182,426,3,0,0
21477,36,2,0,432,1,0,29,8,269,65,2,0,0
21478,47,2,0,123,0,0,4,8,244,653,2,0,0
21479,36,2,0,302,1,0,17,4,137,112,1,0,0
21480,28,2,0,337,1,0,12,5,162,450,2,0,0
21481,46,2,0,2869,1,0,20,1,50,151,2,0,0
21482,38,1,0,-100,1,0,21,5,171,189,2,0,0
21483,33,3,0,0,0,0,19,8,259,53,4,0,0
21484,34,2,0,-436,1,0,26,5,176,317,1,0,0
21485,33,3,0,416,1,1,23,5,173,290,1,0,0
21486,60,0,0,963,0,0,22,8,262,148,10,0,0
21487,29,3,0,47,1,0,16,5,166,111,11,0,0
21488,42,2,0,1048,1,0,17,1,47,71,1,1,0
21489,36,3,0,1346,0,0,7,7,217,74,7,0,0
21490,59,1,0,116,0,0,8,8,248,129,4,0,0
21491,51,2,0,536,1,1,4,2,64,53,1,0,0
21492,51,0,0,6,1,0,7,5,157,282,1,0,0
21493,52,3,0,0,0,1,5,8,245,409,1,0,0
21494,51,2,0,2237,1,0,29,5,179,619,1,0,0
21495,39,3,0,6495,0,0,19,6,199,280,3,0,0
21496,57,2,0,8266,1,0,7,5,157,71,1,0,0
21497,29,2,0,703,1,0,7,5,157,129,5,0,0
21498,32,2,0,55,1,0,18,5,168,185,1,0,0
21499,53,3,0,118,0,0,14,7,224,431,3,0,0
21500,51,2,0,74,1,0,8,5,158,74,2,2,0
21501,34,3,0,1173,0,1,18,7,228,93,1,0,0
21502,32,2,0,1539,1,1,23,7,233,218,2,0,0
21503,52,3,0,0,0,0,21,1,51,328,1,0,0
21504,30,2,0,13,1,1,24,7,234,205,1,0,0
21505,30,3,0,2,1,0,28,7,238,377,4,0,0
21506,56,1,0,1770,0,0,5,2,65,916,3,0,0
21507,43,2,0,738,1,0,21,1,51,585,4,4,0
21508,44,2,0,850,0,1,16,7,226,220,5,0,0
21509,41,1,0,241,1,0,21,1,51,48,1,0,0
21510,45,1,0,0,1,0,2,2,62,570,2,0,0
21511,32,2,0,752,1,0,6,5,156,519,2,5,1
21512,26,2,0,1,0,0,31,7,241,14,20,0,0
21513,46,3,0,2421,0,0,19,1,49,1084,1,4,1
21514,69,2,0,0,0,0,25,8,265,412,2,0,1
21515,52,1,0,967,0,0,29,1,59,153,2,0,0
21516,43,1,0,1211,1,0,6,5,156,208,3,0,0
21517,33,2,0,2666,0,0,19,8,259,117,3,0,0
21518,32,3,0,62,1,0,14,5,164,166,1,0,0
21519,51,3,0,751,0,0,8,5,158,261,5,0,0
21520,36,3,0,82,1,0,29,7,239,45,4,0,0
21521,61,3,0,175,0,0,5,8,245,270,2,0,1
21522,53,3,0,241,1,0,19,1,49,137,1,0,0
21523,51,2,0,3003,1,0,7,7,217,149,3,0,0
21524,62,1,0,1515,1,0,15,4,135,98,4,3,0
21525,70,2,0,2384,0,0,30,10,330,196,2,0,1
21526,29,3,0,3290,0,0,23,3,113,136,1,2,1
21527,36,3,0,149,0,0,18,1,48,257,2,0,0
21528,37,1,0,849,1,0,7,5,157,166,1,0,0
21529,33,1,0,141,1,0,21,5,171,578,2,0,0
21530,30,3,0,1126,1,0,21,5,171,370,1,0,0
21531,37,1,0,53,1,0,19,5,169,467,4,0,0
21532,30,1,0,25,1,0,13,5,163,51,1,0,0
21533,35,3,0,226,0,0,27,5,177,322,5,0,0
21534,36,2,0,1969,1,1,13,5,163,87,1,0,0
21535,33,3,0,431,1,0,27,10,327,51,1,0,0
21536,27,2,0,671,1,0,7,5,157,332,2,0,0
21537,29,2,0,1002,1,0,14,5,164,50,2,0,0
21538,34,3,0,0,0,0,5,2,65,108,4,3,0
21539,36,2,0,159,0,0,5,2,65,443,1,0,0
21540,23,2,0,299,1,0,19,6,199,104,1,0,0
21541,31,1,0,651,1,0,13,5,163,241,2,0,0
21542,28,2,0,224,1,0,19,5,169,571,5,0,0
21543,38,2,0,32,1,0,9,5,159,705,1,0,0
21544,43,2,0,664,1,0,12,6,192,354,1,0,0
21545,43,2,0,21,0,0,3,2,63,203,3,0,0
21546,39,2,1,-96,1,1,12,5,162,38,6,0,0
21547,36,3,0,1,1,0,13,5,163,131,1,0,0
21548,44,2,0,5181,1,1,31,7,241,18,7,0,0
21549,46,2,0,5,0,0,18,8,258,71,3,0,0
21550,43,2,0,979,1,0,8,5,158,154,1,0,0
21551,48,3,0,5978,0,0,28,1,58,58,1,0,0
21552,57,1,0,592,0,1,28,7,238,87,5,0,0
21553,46,2,0,196,1,0,14,5,164,29,2,0,0
21554,42,2,0,105,0,0,27,8,267,85,4,0,0
21555,35,2,0,214,1,1,5,6,185,247,1,0,0
21556,57,1,0,1566,0,0,28,5,178,105,4,0,0
21557,40,1,0,572,1,1,17,4,137,171,1,1,0
21558,28,2,0,1076,1,0,2,6,182,537,5,0,0
21559,30,2,0,513,1,0,20,4,140,241,1,0,0
21560,41,1,0,2770,1,1,5,6,185,191,2,0,0
21561,63,3,0,133,1,0,13,2,73,104,2,0,0
21562,31,2,0,-173,1,0,4,6,184,121,2,0,0
21563,53,2,0,468,0,0,22,8,262,153,6,0,0
21564,40,2,0,5666,0,1,12,6,192,69,4,0,0
21565,47,0,0,0,0,0,6,6,186,466,2,0,0
21566,37,3,0,1316,1,0,10,3,100,350,2,3,1
21567,31,3,0,0,1,0,30,7,240,1037,24,0,0
21568,27,1,0,202,0,1,22,7,232,41,1,0,0
21569,27,2,0,613,1,0,19,5,169,65,3,0,0
21570,35,3,0,1295,1,0,17,4,137,952,2,1,0
21571,62,1,0,532,0,0,31,8,271,298,2,1,0
21572,53,3,0,2353,1,0,23,7,233,471,2,0,0
21573,41,3,0,3769,1,0,26,5,176,94,1,0,0
21574,49,3,0,279,1,0,19,5,169,168,4,0,0
21575,42,1,0,275,0,0,17,1,47,295,2,9,0
21576,32,2,0,18,0,0,19,1,49,20,1,1,0
21577,48,2,0,86,1,0,13,5,163,98,1,0,0
21578,28,2,0,880,1,0,26,5,176,188,1,0,0
21579,35,2,0,-225,0,0,23,7,233,183,1,0,0
21580,55,2,0,0,0,0,12,6,192,614,2,0,1
21581,41,3,0,2249,1,0,16,7,226,231,5,0,0
21582,27,2,0,228,1,1,15,5,165,186,5,0,0
21583,58,3,0,246,1,0,7,5,157,245,2,2,0
21584,32,2,0,767,1,1,4,2,64,42,1,0,0
21585,33,3,0,136,1,1,20,5,170,347,6,0,0
21586,35,0,0,1662,0,0,31,7,241,122,2,0,0
21587,34,2,0,75,1,1,25,5,175,111,1,0,0
21588,60,2,0,4120,1,1,30,5,180,422,2,0,0
21589,47,2,0,-121,1,1,18,5,168,167,4,4,0
21590,37,2,0,810,1,0,8,4,128,376,1,1,0
21591,32,2,0,719,1,0,28,5,178,79,6,0,0
21592,53,2,0,392,1,0,28,5,178,59,1,0,0
21593,34,3,0,1778,0,0,5,8,245,329,2,4,0
21594,30,3,0,5288,1,0,28,5,178,288,3,0,0
21595,31,2,0,3588,0,0,28,8,268,64,27,0,0
21596,31,2,0,1310,1,0,18,5,168,12,2,0,0
21597,52,3,0,-299,0,0,29,7,239,110,2,0,0
21598,32,0,0,491,0,0,8,10,308,251,2,7,1
21599,31,3,0,336,0,0,22,8,262,661,1,0,0
21600,29,2,0,23,1,0,2,6,182,163,1,2,1
21601,32,1,0,0,1,1,8,5,158,82,2,4,0
21602,30,2,0,1282,0,0,6,2,66,156,2,0,0
21603,33,2,0,4789,1,1,11,5,161,220,1,4,0
21604,49,2,0,1788,1,0,11,6,191,274,2,0,0
21605,37,2,0,796,0,0,19,6,199,104,1,0,0
21606,43,1,0,0,1,0,20,5,170,592,1,0,0
21607,40,3,0,693,0,0,30,1,60,427,1,0,0
21608,32,3,0,0,1,1,29,1,59,223,1,2,0
21609,39,2,0,765,0,0,9,6,189,155,3,0,0
21610,28,1,0,15,1,0,13,5,163,87,2,0,0
21611,33,2,0,-534,1,1,8,8,248,16,7,0,0
21612,42,3,0,1,0,0,14,5,164,253,1,0,0
21613,49,3,0,0,0,0,9,7,219,87,1,0,0
21614,36,3,0,3560,0,0,2,6,182,409,2,0,0
21615,37,0,0,1958,0,1,23,7,233,609,2,0,0
21616,18,1,0,608,0,0,13,1,43,210,1,1,1
21617,33,2,0,-371,1,1,18,5,168,221,2,4,0
21618,56,2,0,485,0,0,30,7,240,70,2,0,0
21619,53,1,0,2096,0,0,9,6,189,104,1,0,0
21620,49,2,1,-178,0,1,12,6,192,84,1,0,0
21621,34,1,0,4,0,0,20,8,260,55,4,0,0
21622,32,2,0,342,0,0,29,1,59,179,1,0,0
21623,30,2,0,309,1,0,7,5,157,1574,2,0,1
21624,26,2,0,401,1,0,13,5,163,373,1,0,0
21625,45,2,0,446,0,0,6,8,246,304,3,0,1
21626,43,0,0,790,0,0,2,2,62,126,1,0,0
21627,48,1,0,14,0,1,7,7,217,120,1,0,0
21628,59,2,0,0,0,0,29,8,269,62,2,0,0
21629,80,1,0,155,0,0,4,5,154,209,1,3,1
21630,32,3,0,190,1,1,9,5,159,352,1,0,0
21631,43,2,0,1326,0,0,26,8,266,93,2,0,0
21632,25,3,0,145,0,0,5,2,65,145,1,1,0
21633,35,2,0,19,1,0,9,5,159,130,2,0,0
21634,33,3,0,188,1,0,7,5,157,118,3,0,0
21635,32,3,0,8866,0,0,18,3,108,278,2,0,1
21636,40,3,0,1265,1,0,7,5,157,97,1,0,0
21637,27,3,0,667,0,0,29,1,59,866,2,0,1
21638,45,2,0,1550,1,0,5,6,185,127,6,0,0
21639,35,3,0,712,1,0,27,5,177,73,2,0,0
21640,57,2,0,3545,1,0,14,5,164,138,2,0,0
21641,50,1,0,2590,1,0,9,5,159,257,6,0,0
21642,36,2,0,-140,1,0,26,5,176,222,2,0,0
21643,54,2,0,0,1,0,29,1,59,46,1,0,0
21644,48,3,0,666,1,0,7,7,217,317,6,0,0
21645,28,3,0,334,1,0,14,5,164,438,4,0,0
21646,36,2,0,286,1,0,22,7,232,167,9,0,0
21647,52,2,0,371,1,1,21,10,321,453,1,3,1
21648,56,1,0,770,1,0,20,6,200,59,3,0,0
21649,35,3,0,1129,1,0,21,1,51,64,2,2,0
21650,19,2,0,291,0,0,5,5,155,291,5,0,0
21651,37,3,0,1027,1,0,16,7,226,294,2,0,0
21652,41,2,0,148,0,0,29,8,269,82,9,0,0
21653,30,3,0,445,1,0,27,5,177,182,1,0,0
21654,34,3,0,105,1,0,28,5,178,249,2,0,0
21655,39,3,0,209,0,0,23,7,233,36,2,0,0
21656,40,2,0,429,0,0,5,6,185,272,2,0,0
21657,37,2,0,2066,1,1,21,1,51,10,7,5,0
21658,53,2,0,-120,1,0,27,5,177,211,1,0,0
21659,28,3,0,0,1,0,4,6,184,205,6,0,0
21660,43,1,0,1620,1,0,15,5,165,121,1,0,0
21661,23,2,0,488,0,0,29,6,209,205,1,3,1
21662,53,3,0,583,0,0,17,1,47,226,1,4,1
21663,45,3,0,22815,0,0,26,8,266,653,8,0,0
21664,49,2,0,182,1,0,2,4,122,303,1,2,0
21665,27,3,0,659,1,0,9,5,159,111,2,0,0
21666,31,2,0,239,1,0,18,5,168,666,1,1,1
21667,31,2,0,88,1,0,20,4,140,21,5,0,0
21668,29,1,0,5547,0,0,3,7,213,236,2,0,0
21669,36,1,0,90,1,0,8,5,158,403,2,0,0
21670,54,2,0,-939,1,0,29,5,179,202,1,0,0
21671,55,2,0,379,0,0,27,5,177,275,3,2,0
21672,51,2,0,2007,1,0,12,8,252,1226,3,0,1
21673,42,1,1,-581,1,0,13,5,163,224,1,2,0
21674,41,3,0,292,1,0,8,5,158,352,2,0,0
21675,51,2,0,0,0,0,11,8,251,177,2,0,0
21676,31,1,0,203,1,0,6,5,156,604,3,0,0
21677,78,2,0,499,0,0,16,3,106,80,4,0,0
21678,26,3,0,255,1,0,15,5,165,401,1,0,0
21679,32,3,0,1010,0,0,7,8,247,67,2,0,0
21680,47,2,0,-245,1,0,17,4,137,91,1,0,0
21681,56,3,0,442,0,0,28,5,178,77,3,0,0
21682,42,2,0,505,1,0,15,5,165,117,1,0,0
21683,58,3,0,7387,0,0,17,1,47,85,1,0,0
21684,32,2,0,1473,0,0,14,8,254,253,7,0,0
21685,57,3,0,830,1,1,8,5,158,662,1,1,1
21686,33,3,0,723,1,0,27,5,177,246,1,0,0
21687,41,2,0,288,1,0,15,5,165,221,4,0,0
21688,38,2,0,293,0,1,24,1,54,166,2,0,0
21689,36,2,0,221,1,0,20,5,170,189,1,0,0
21690,29,3,0,183,1,1,6,5,156,64,1,2,0
21691,37,2,0,38,0,0,21,8,261,94,13,0,0
21692,31,2,0,335,1,0,28,5,178,87,5,0,0
21693,40,1,0,0,1,0,5,5,155,962,1,0,0
21694,40,2,0,739,1,0,16,5,166,132,1,0,0
21695,34,2,0,1979,1,0,20,1,50,283,1,0,0
21696,43,0,0,3274,1,0,22,5,172,680,1,1,0
21697,42,2,0,3018,1,0,8,5,158,288,3,2,0
21698,48,2,1,295,0,1,17,1,47,190,2,0,0
21699,35,3,0,2427,0,0,12,8,252,175,3,10,1
21700,43,3,0,1574,1,0,19,1,49,167,3,0,0
21701,58,2,0,1874,0,0,30,5,180,103,5,0,0
21702,50,2,0,3043,1,0,3,6,183,113,4,0,0
21703,47,1,0,61,0,0,29,7,239,69,5,0,0
21704,48,3,0,2369,0,0,11,6,191,516,2,0,0
21705,46,3,0,2278,0,0,12,8,252,218,5,0,0
21706,68,3,0,2820,0,0,3,12,363,154,1,2,1
21707,37,2,0,1,1,0,6,5,156,608,1,0,1
21708,32,2,0,476,1,1,19,5,169,503,2,0,0
21709,44,1,0,186,1,0,13,5,163,152,1,1,0
21710,38,0,0,0,0,0,8,7,218,341,1,1,1
21711,31,2,0,-163,1,0,17,4,137,135,1,2,0
21712,25,2,0,216,1,0,14,5,164,175,3,0,0
21713,53,3,0,2600,0,0,3,6,183,656,1,0,0
21714,31,3,0,1489,1,0,3,2,63,678,1,0,0
21715,47,0,0,496,0,1,16,7,226,151,4,0,0
21716,54,2,0,1670,0,0,29,8,269,207,7,0,0
21717,36,2,0,189,1,0,19,1,49,136,1,1,0
21718,35,2,0,1577,1,1,17,1,47,53,1,0,0
21719,35,2,1,-126,0,0,19,1,49,168,1,0,0
21720,32,2,0,314,1,0,11,5,161,18,6,10,0
21721,48,3,0,2960,0,0,5,6,185,86,1,0,0
21722,33,2,0,3269,0,1,21,1,51,381,1,1,0
21723,55,1,0,1233,0,0,28,8,268,97,2,0,0
21724,35,2,0,2008,0,0,4,6,184,178,6,0,0
21725,45,0,0,1263,1,0,19,5,169,283,3,0,0
21726,32,2,0,199,1,0,17,4,137,70,1,1,0
21727,30,2,0,2551,1,0,5,6,185,142,2,0,0
21728,34,2,0,90,1,0,3,6,183,77,8,0,0
21729,53,2,0,66,0,1,8,7,218,141,1,0,0
21730,35,3,0,2529,1,0,3,6,183,104,7,0,0
21731,58,2,0,3635,0,0,13,5,163,273,2,0,0
21732,41,1,0,469,1,1,12,5,162,344,1,0,0
21733,39,2,0,1048,1,0,14,5,164,149,1,0,0
21734,36,2,0,3321,1,0,6,1,36,132,1,0,0
21735,43,2,0,667,1,0,7,5,157,228,3,0,0
21736,38,2,0,1931,0,0,2,6,182,167,1,10,0
21737,53,1,0,1238,0,0,17,6,197,23,3,0,0
21738,36,0,0,17983,1,0,20,5,170,100,1,0,0
21739,46,3,0,2987,1,0,16,7,226,318,1,0,0
21740,26,2,0,5569,0,0,2,2,62,236,1,0,0
21741,33,3,0,4401,0,0,12,8,252,96,2,1,0
21742,56,1,0,351,1,0,12,5,162,179,4,0,0
21743,26,2,0,46,1,0,15,5,165,17,3,6,0
21744,53,3,0,1,0,0,21,8,261,190,1,0,0
21745,31,2,0,6,1,0,14,7,224,155,2,0,0
21746,51,2,0,2127,1,0,5,5,155,172,1,0,0
21747,45,1,0,959,1,0,15,5,165,463,1,0,0
21748,45,3,0,2022,0,0,30,5,180,340,1,0,0
21749,27,3,1,-713,1,0,4,6,184,525,2,0,1
21750,34,2,0,258,1,0,4,6,184,131,2,0,0
21751,31,3,0,244,0,0,25,8,265,170,4,0,0
21752,32,2,0,3155,1,0,23,5,173,99,3,0,0
21753,52,2,0,963,1,0,29,5,179,74,2,0,0
21754,32,3,0,84,0,0,3,12,363,37,1,0,0
21755,42,2,0,241,1,0,19,6,199,405,2,0,0
21756,36,1,0,38,1,1,13,5,163,285,2,1,0
21757,55,2,0,139,1,0,30,5,180,26,25,0,0
21758,28,2,0,168,0,0,1,6,181,347,3,2,1
21759,26,3,0,1972,1,0,29,1,59,221,2,0,0
21760,41,1,0,-52,1,0,8,5,158,120,5,0,0
21761,22,2,0,0,1,0,5,5,155,179,2,0,0
21762,33,0,0,1534,1,0,11,7,221,1041,2,0,1
21763,35,2,0,2,1,0,18,3,108,194,1,0,1
21764,38,2,0,727,1,0,16,6,196,119,2,0,0
21765,30,3,0,319,1,1,16,7,226,91,2,0,0
21766,27,2,0,357,1,0,29,5,179,382,3,0,0
21767,37,0,0,715,1,0,20,5,170,247,2,0,0
21768,52,1,0,-637,1,1,12,5,162,161,5,2,0
21769,30,2,0,963,1,0,18,5,168,66,1,0,0
21770,44,0,0,415,1,0,14,5,164,7,7,0,0
21771,32,3,0,1464,0,0,14,8,254,133,2,0,0
21772,31,3,0,732,1,0,29,1,59,542,1,1,0
21773,57,2,0,16873,0,0,14,10,314,219,3,1,0
21774,33,3,0,2565,1,0,13,5,163,128,2,0,0
21775,46,1,0,1757,1,0,30,5,180,396,3,0,0
21776,59,2,0,292,0,1,22,7,232,246,4,0,0
21777,33,2,0,22,0,0,29,8,269,71,2,0,0
21778,26,3,0,383,0,0,6,2,66,645,2,0,0
21779,38,3,0,180,0,0,6,8,246,258,7,0,0
21780,31,2,0,183,1,0,11,7,221,60,2,0,0
21781,56,2,0,992,0,0,9,6,189,123,1,0,0
21782,39,3,0,5,1,0,17,1,47,118,2,1,0
21783,48,2,0,315,1,0,12,5,162,165,1,0,0
21784,81,1,0,0,0,0,11,8,251,198,1,0,0
21785,58,2,0,2429,0,1,20,5,170,446,7,0,0
21786,49,3,0,893,0,0,20,1,50,74,1,0,0
21787,27,3,0,377,0,0,21,8,261,171,3,1,0
21788,40,1,1,11,1,1,5,6,185,83,3,0,0
21789,54,0,0,1162,0,0,17,1,47,37,2,0,0
21790,34,3,0,714,1,0,21,1,51,122,3,4,0
21791,40,2,0,664,0,0,19,1,49,188,2,2,0
21792,35,1,0,1994,0,0,9,7,219,64,1,0,0
21793,34,3,0,1076,1,0,4,5,154,1121,3,10,0
21794,23,2,0,5,0,0,12,5,162,413,1,0,0
21795,44,2,0,764,1,0,3,9,273,232,1,1,0
21796,44,3,0,97,1,0,6,6,186,153,4,0,0
21797,31,3,0,1025,0,0,29,1,59,93,1,3,0
21798,50,2,0,1824,1,0,13,8,253,767,8,0,0
21799,30,2,0,817,1,0,22,8,262,180,4,0,0
21800,24,2,0,84,1,0,27,5,177,570,1,0,0
21801,40,2,0,1416,1,0,14,5,164,210,2,0,0
21802,35,0,0,1084,1,0,10,7,220,1019,1,0,0
21803,33,2,0,1794,1,0,12,5,162,360,1,1,0
21804,28,2,0,524,1,0,6,5,156,554,2,0,1
21805,32,3,0,432,1,0,19,1,49,164,2,1,0
21806,58,2,0,3,0,0,19,6,199,188,5,0,0
21807,28,2,0,3019,0,0,2,6,182,303,2,0,0
21808,32,3,0,2667,1,0,4,3,94,251,1,4,1
21809,31,2,0,84,1,0,22,7,232,580,3,0,0
21810,53,2,0,393,0,0,29,1,59,69,1,0,0
21811,44,3,0,688,0,0,19,1,49,274,1,0,0
